year,genero,tengo_edad,Dónde estás trabajando,Años de experiencia,antiguedad_en_la_empresa_actual,Años en el puesto actual,cuantas_personas_tenes_a_cargo,maximo_nivel_de_estudios,estado,carrera,Trabajo de,dedicacion,ultimo_salario_mensual_o_retiro_bruto_en_pesos_argentinos,ultimo_salario_mensual_o_retiro_neto_en_pesos_argentinos,¿Qué tan conforme estás con tus ingresos laborales?,recibio_actualizacion_de_ingresos,¿De qué % fue el ajuste total acumulado?,recibis_algun_tipo_de_bono,a_que_esta_atado_el_bono,Cantidad de personas en tu organización,¿La recomendás como un buen lugar para trabajar?,contas_con_beneficios_adicionales,si_tu_sueldo_esta_dolarizado_cual_fue_el_ultimo_valor_del_dolar_que_tomaron,Modalidad de trabajo,Si trabajas bajo un esquema híbrido ¿Cuántos días a la semana vas a la oficina?,que_tanto_estas_usando_copilotchatgpt_u_otras_herramientas_de_ia_para_tu_trabajo,estas_buscando_trabajo,seniority,sueldo_bruto_en_dolares,sueldo_neto_en_dolares,source_file,estudios_estado,carrera_categoria
2024,Hombre Cis,31,Capital,6,3,0,0.0,,,,Datos y Analítica,Full-Time,2800000,2600000,4,Dos,50,Un sueldo,Performance individual,De 501 a 1000 personas,10,"Abono de Internet, Descuento en gimnasios / Clases de gimnasia online, Lactario en la oficina",987,Híbrido (presencial y remoto),2,3,"No, pero escucho ofertas.",Senior,2837,2634,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2024,Hombre Cis,35,Capital,11,9,3,0.0,Terciario,Completo,Tecnicatura Superior en Soporte de Infraestructuras,Infraestructura y Operaciones,Full-Time,2000000,1500000,2,Tres,83,3+ sueldos,Mix de las anteriores,De 5001 a 10000 personas,6,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Estacionamiento gratuito / subvencionado, Horarios flexibles, Licencia por nacimiento extendida",987,Híbrido (presencial y remoto),1,1,"No, pero escucho ofertas.",Senior,2026,1520,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,menor_a_universitario,IT_TECNICATURA_BOOTCAMP
2024,Mujer Cis,28,Buenos Aires,1,1,1,0.0,Universitario,En curso,Licenciatura en Informática,Desarrollo e Ingeniería,Full-Time,664844,551821,3,Más de tres,40,Menos de un sueldo,internet + actividad física,De 501 a 1000 personas,10,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Cuota para universidad / posgrados, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Lactario en la oficina, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias)",987,100% remoto,0,5,"No, pero escucho ofertas.",Junior,674,559,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,universitario incompleto_encurso,IT_LICENCIATURA
2024,Hombre Cis,26,Capital,5,5,5,0.0,Universitario,Completo,Ingeniería en Telecomunicaciones,Infraestructura y Operaciones,Full-Time,1378604,1109776,2,Dos,35,Menos de un sueldo,Mix de las anteriores,Más de 10000 personas,8,"Abono de Internet, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Horarios flexibles",987,Híbrido (presencial y remoto),2,3,"No, pero escucho ofertas.",Semi-Senior,1397,1124,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,universitario completo,IT_INGENIERIA
2024,Mujer Cis,42,Capital,16,1,1,0.0,,,,Diseño y Experiencia de Usuario,Full-Time,1600000,1400000,1,Dos,12,Menos de un sueldo,Mix de las anteriores,De 2001a 5000 personas,5,Descuento en gimnasios / Clases de gimnasia online,987,Híbrido (presencial y remoto),2,4,"Sí, estoy buscando activamente.",Senior,1621,1418,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2024,Hombre Cis,44,Capital,12,2,12,0.0,Universitario,Completo,Licenciatura en Informática,Gestión y Consultoría,Full-Time,3000000,2500000,4,Tres,45,De uno a tres sueldos,Mix de las anteriores,Más de 10000 personas,8,"Abono de celular, Abono de Internet, Descuento en gimnasios / Clases de gimnasia online, Vacaciones flexibles (adicionales a las reglamentarias)",987,Híbrido (presencial y remoto),2,3,"No, pero escucho ofertas.",Senior,3040,2533,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,universitario completo,IT_LICENCIATURA
2024,Hombre Cis,39,Resto del país,17,3,3,0.0,,,,Desarrollo e Ingeniería,Full-Time,1250000,1096000,3,Dos,45,No,No recibo bono,De 51 a 100 personas,8,"Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Vacaciones flexibles (adicionales a las reglamentarias)",987,100% remoto,0,1,"No, pero escucho ofertas.",Senior,1266,1110,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2024,Hombre Cis,48,Capital,23,23,6,11.0,Posgrado/Especialización,Completo,Ingeniería en Informática,Desarrollo e Ingeniería,Full-Time,3060000,2260000,2,Dos,56,De uno a tres sueldos,Mix de las anteriores,Más de 10000 personas,9,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Horarios flexibles",987,Híbrido (presencial y remoto),1,4,"No, pero escucho ofertas.",Senior,3100,2290,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,mayor_a_universitario,IT_INGENIERIA
2024,Hombre Cis,37,Buenos Aires,5,2,2,2.0,,,,Otros / No IT,Full-Time,1200000,1066000,3,Uno,40,Un sueldo,Mix de las anteriores,De 201 a 500 personas,10,"Abono de celular, Abono de Internet, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",987,100% remoto,0,3,"No, estoy muy conforme.",Semi-Senior,1216,1080,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2024,Hombre Cis,23,Centro,1,1,1,0.0,Universitario,En curso,Ingeniería en Sistemas,Desarrollo e Ingeniería,Full-Time,790000,750000,2,Uno,15,3+ sueldos,Performance de la compañía,De 11  a 50  personas,0,"Clases de idiomas, Vacaciones flexibles (adicionales a las reglamentarias), Comidas los viernes",987,Híbrido (presencial y remoto),4,2,"No, pero escucho ofertas.",Junior,800,760,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,universitario incompleto_encurso,IT_INGENIERIA
2024,Hombre Cis,31,Capital,12,1,1,0.0,Terciario,Completo,Tecnicatura Superior en Programación,Desarrollo e Ingeniería,Full-Time,1348156,1321210,4,Tres,71,No,No recibo bono,De 11  a 50  personas,8,Horarios flexibles,987,100% remoto,0,2,"No, pero escucho ofertas.",Senior,1366,1339,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,menor_a_universitario,IT_TECNICATURA_BOOTCAMP
2024,Hombre Cis,48,Centro,28,19,6,2.0,Terciario,Completo,Analista de Sistemas,Infraestructura y Operaciones,Full-Time,1300000,1090000,3,Dos,45,No,No recibo bono,De 51 a 100 personas,9,"Descuento en gimnasios / Clases de gimnasia online, Estacionamiento gratuito / subvencionado, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",987,Híbrido (presencial y remoto),4,2,"No, estoy muy conforme.",Senior,1317,1104,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,menor_a_universitario,IT_TECNICATURA_BOOTCAMP
2024,Hombre Cis,47,Resto del país,14,4,4,0.0,Universitario,Completo,Ingeniería en Sistemas,Desarrollo e Ingeniería,Full-Time,1536214,1536214,2,Dos,118,No,No recibo bono,De 101 a 200 personas,10,"Abono de Internet, Capacitaciones y/o cursos, Horarios flexibles",987,100% remoto,0,5,"No, pero escucho ofertas.",Senior,1556,1556,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,universitario completo,IT_INGENIERIA
2024,Hombre Cis,23,Capital,2,2,2,0.0,,,,Infraestructura y Operaciones,Full-Time,1250000,1060000,2,Dos,95,Menos de un sueldo,lumpsum eventual,De 2001a 5000 personas,7,"Abono de Internet, Clases de idiomas, Cuota para universidad / posgrados, Horarios flexibles",987,Híbrido (presencial y remoto),4,4,"No, pero escucho ofertas.",Junior,1266,1074,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2024,Hombre Cis,63,Resto del país,30,4,4,0.0,,,,Desarrollo e Ingeniería,Full-Time,1210000,1080000,3,Dos,25,Un sueldo,Performance individual,De 201 a 500 personas,10,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles",987,100% remoto,0,1,"No, estoy muy conforme.",Senior,1226,1094,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2024,Mujer Cis,47,Buenos Aires,1,1,1,3.0,Universitario,Incompleto,Ingeniería en Sistemas,Gestión y Consultoría,Full-Time,1200000,1100000,4,Más de tres,100,Menos de un sueldo,Performance individual,De 201 a 500 personas,7,"Abono de celular, Comidas pagas / subvencionadas",987,100% presencial,5,0,"No, pero escucho ofertas.",Junior,1216,1114,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,universitario completo,IT_INGENIERIA
2024,Hombre Cis,48,Buenos Aires,25,3,3,0.0,Universitario,Completo,Ingeniería en Sistemas,Desarrollo e Ingeniería,Full-Time,3000000,2800000,3,Dos,35,No,No recibo bono,De 1001 a 2000 personas,10,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",987,100% remoto,0,3,"No, pero escucho ofertas.",Senior,3040,2837,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,universitario completo,IT_INGENIERIA
2024,Hombre Cis,30,Centro,2,2,2,0.0,,,,Infraestructura y Operaciones,Full-Time,1000100,875000,2,Dos,37,Menos de un sueldo,Performance individual,De 11  a 50  personas,7,Clases de idiomas,987,Híbrido (presencial y remoto),1,5,"No, pero escucho ofertas.",Junior,1013,887,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2024,Hombre Cis,31,Capital,9,9,9,1.0,Universitario,Completo,Licenciatura en Sistemas,Desarrollo e Ingeniería,Part-Time,950000,815000,3,Tres,20,No,No recibo bono,Más de 10000 personas,7,Ninguna de las anteriores,987,Híbrido (presencial y remoto),3,4,"No, pero escucho ofertas.",Senior,963,826,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,universitario completo,IT_LICENCIATURA
2024,Hombre Cis,27,Capital,2,2,2,0.0,Universitario,Completo,Analista de Sistemas,Desarrollo e Ingeniería,Full-Time,600000,600000,1,No,0,Menos de un sueldo,Performance de la compañía,De 2 a 10 personas,3,Ninguna de las anteriores,987,100% remoto,0,5,"Sí, estoy buscando activamente.",Junior,608,608,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,universitario completo,IT_TECNICATURA_BOOTCAMP
2024,Hombre Cis,38,Capital,7,1,4,7.0,Universitario,Completo,Ingeniería en Telecomunicaciones,Gestión y Consultoría,Full-Time,3316470,2582516,3,Uno,35,Menos de un sueldo,Performance de la compañía,De 101 a 200 personas,7,"Descuento en gimnasios / Clases de gimnasia online, Horarios flexibles, Licencia por nacimiento extendida",987,100% remoto,0,5,"No, pero escucho ofertas.",Senior,3360,2617,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,universitario completo,IT_INGENIERIA
2024,Hombre Cis,49,Buenos Aires,30,3,2,25.0,,,,Desarrollo e Ingeniería,Full-Time,3000000,2700000,2,Dos,30,No,No recibo bono,De 201 a 500 personas,1,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas",987,100% remoto,0,1,"No, pero escucho ofertas.",Senior,3040,2736,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2024,Hombre Cis,47,Capital,4,2,2,0.0,Universitario,Incompleto,Ingeniería en Informática,Infraestructura y Operaciones,Full-Time,1800000,1494000,2,Dos,17,No,No recibo bono,De 101 a 200 personas,0,"Capacitaciones y/o cursos, Ninguna de las anteriores",987,100% presencial,0,0,"No, pero escucho ofertas.",Semi-Senior,1824,1514,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,universitario completo,IT_INGENIERIA
2024,Hombre Cis,40,Centro,20,8,5,12.0,Universitario,Completo,Analista de Computación,Gestión y Consultoría,Full-Time,2800000,2500000,3,Dos,40,No,No recibo bono,De 11  a 50  personas,10,"Horarios flexibles, Licencia por nacimiento extendida, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos",987,100% remoto,0,3,"No, estoy muy conforme.",Senior,2837,2533,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,universitario completo,IT_LICENCIATURA
2024,Hombre Cis,29,Buenos Aires,6,6,6,0.0,Universitario,Completo,Licenciatura en Sistemas,Desarrollo e Ingeniería,Full-Time,1400000,1085000,3,Uno,29,No,No recibo bono,De 2001a 5000 personas,8,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Cuota para universidad / posgrados, Estacionamiento gratuito / subvencionado, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería",987,Híbrido (presencial y remoto),4,3,"No, pero escucho ofertas.",Senior,1418,1099,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,universitario completo,IT_LICENCIATURA
2024,Hombre Cis,46,Centro,25,18,12,22.0,,,,Gestión y Consultoría,Full-Time,2900000,2400000,4,Más de tres,60,Menos de un sueldo,Performance de la compañía,De 201 a 500 personas,8,"Abono de celular, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas, Horarios flexibles, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias)",987,Híbrido (presencial y remoto),1,3,"No, pero escucho ofertas.",Senior,2938,2432,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2024,Hombre Cis,55,Capital,15,1,1,0.0,,,,Desarrollo e Ingeniería,Full-Time,2000000,170000,2,Uno,18,Un sueldo,Performance de la compañía,De 11  a 50  personas,9,"Abono de Internet, Descuento en gimnasios / Clases de gimnasia online, Horarios flexibles, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",987,100% remoto,0,1,"No, pero escucho ofertas.",Senior,2026,172,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2024,Hombre Cis,33,Capital,3,3,3,1.0,,,,QA y Seguridad,Full-Time,1650000,1650000,3,No,60,Un sueldo,Performance grupal,De 51 a 100 personas,8,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Horarios flexibles",987,Híbrido (presencial y remoto),1,3,"No, pero escucho ofertas.",Semi-Senior,1672,1672,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2024,Hombre Cis,49,Centro,25,15,12,15.0,,,,Gestión y Consultoría,Full-Time,3500000,3000000,3,Dos,45,De uno a tres sueldos,Performance de la compañía,De 5001 a 10000 personas,7,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Horarios flexibles, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",987,Híbrido (presencial y remoto),2,3,"No, pero escucho ofertas.",Senior,3546,3040,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2024,Hombre Cis,35,Buenos Aires,3,0,2,0.0,,,,Datos y Analítica,Full-Time,2792000,2000000,2,Uno,15,De uno a tres sueldos,Performance individual,De 5001 a 10000 personas,7,"Abono de Internet, Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas, Horarios flexibles, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias)",987,100% remoto,0,5,"No, pero escucho ofertas.",Semi-Senior,2829,2026,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2024,Hombre Cis,29,Centro,1,1,1,0.0,,,,Gestión y Consultoría,Part-Time,150000,145000,3,No,0,No,No recibo bono,De 2 a 10 personas,10,Horarios flexibles,987,100% remoto,0,5,"Sí, estoy buscando activamente.",Junior,152,147,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2024,Hombre Cis,30,Buenos Aires,1,1,1,0.0,Terciario,Completo,Tecnicatura Electrónica,Desarrollo e Ingeniería,Full-Time,825000,684750,3,Dos,250,No,No recibo bono,De 51 a 100 personas,9,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",987,100% remoto,0,5,"No, pero escucho ofertas.",Junior,836,694,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,menor_a_universitario,IT_TECNICATURA_BOOTCAMP
2024,Hombre Cis,34,Capital,17,10,10,0.0,Terciario,Completo,Tecnicatura Superior en Programación,Desarrollo e Ingeniería,Full-Time,1500000,1250000,2,Uno,20,No,No recibo bono,De 11  a 50  personas,6,"Horarios flexibles, Ninguna de las anteriores",987,100% remoto,0,1,"Sí, estoy buscando activamente.",Senior,1520,1266,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,menor_a_universitario,IT_TECNICATURA_BOOTCAMP
2024,Hombre Cis,28,Buenos Aires,2,2,2,3.0,Universitario,Completo,Tecnicatura en Informática,Desarrollo e Ingeniería,Full-Time,1150000,950000,3,Uno,50,No,No recibo bono,De 2 a 10 personas,0,"Horarios flexibles, Licencia por nacimiento extendida",987,Híbrido (presencial y remoto),4,4,"No, pero escucho ofertas.",Junior,1165,963,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,universitario completo,IT_TECNICATURA_BOOTCAMP
2024,Hombre Cis,33,Buenos Aires,5,5,2,1.0,Universitario,Completo,Ingeniería en Sistemas,Desarrollo e Ingeniería,Full-Time,2419298,2235492,3,Uno,44,3+ sueldos,Mix de las anteriores,De 51 a 100 personas,9,"Abono de Internet, Obra social / Prepaga ",987,Híbrido (presencial y remoto),1,1,"No, pero escucho ofertas.",Semi-Senior,2451,2265,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,universitario completo,IT_INGENIERIA
2024,Hombre Cis,19,Capital,0,0,0,0.0,Universitario,En curso,Licenciatura en Ciencias de la Computación,Infraestructura y Operaciones,Full-Time,420000,350000,1,Dos,40,No,No recibo bono,De 51 a 100 personas,10,"Descuento en gimnasios / Clases de gimnasia online, Vacaciones flexibles (adicionales a las reglamentarias)",987,Híbrido (presencial y remoto),1,2,"No, pero escucho ofertas.",Junior,426,355,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,universitario incompleto_encurso,IT_LICENCIATURA
2024,Hombre Cis,35,Buenos Aires,8,1,1,0.0,Universitario,En curso,Licenciatura en Ciencia de Datos,Desarrollo e Ingeniería,Full-Time,804128,667427,2,Uno,67,No,No recibo bono,De 101 a 200 personas,7,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Horarios flexibles, Licencia por nacimiento extendida",987,100% remoto,0,2,"No, pero escucho ofertas.",Senior,815,676,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,universitario incompleto_encurso,IT_LICENCIATURA
2024,Hombre Cis,58,Centro,30,4,4,10.0,Terciario,Completo,Analista de Computación,Gestión y Consultoría,Full-Time,1860000,1536000,3,Tres,56,No,No recibo bono,De 11  a 50  personas,8,"Abono de celular, Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Horarios flexibles",987,Híbrido (presencial y remoto),3,3,"No, pero escucho ofertas.",Senior,1884,1556,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,menor_a_universitario,IT_LICENCIATURA
2024,Hombre Cis,25,Capital,5,0,0,0.0,Secundario,Completo,,Desarrollo e Ingeniería,Full-Time,2599615,2132697,3,Más de tres,24,De uno a tres sueldos,Performance grupal,De 101 a 200 personas,8,"Abono de Internet, Descuento en gimnasios / Clases de gimnasia online, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",987,Híbrido (presencial y remoto),1,1,"No, pero escucho ofertas.",Semi-Senior,2634,2161,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,menor_a_universitario,
2024,Hombre Cis,46,Resto del país,22,19,5,10.0,Terciario,Completo,Analista de Sistemas,Gestión y Consultoría,Full-Time,1285000,1066000,2,Tres,45,No,No recibo bono,De 11  a 50  personas,8,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos, devolucion iva",987,Híbrido (presencial y remoto),3,3,"No, pero escucho ofertas.",Senior,1302,1080,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,menor_a_universitario,IT_TECNICATURA_BOOTCAMP
2024,Hombre Cis,43,Buenos Aires,4,4,1,14.0,,,,Desarrollo e Ingeniería,Full-Time,2081863,1770641,3,Dos,110,No,No recibo bono,De 101 a 200 personas,9,"Abono de Internet, Horarios flexibles",987,Híbrido (presencial y remoto),0,2,"No, estoy muy conforme.",Semi-Senior,2109,1794,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2024,Hombre Cis,46,Capital,8,0,4,0.0,,,,Desarrollo e Ingeniería,Full-Time,1454750,1219443,2,Dos,35,No,No recibo bono,De 201 a 500 personas,5,"Abono de Internet, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles, Licencia por nacimiento extendida",987,100% remoto,0,4,"Sí, estoy buscando activamente.",Senior,1474,1236,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2024,Hombre Cis,60,Centro,30,19,16,11.0,Universitario,Incompleto,Ingeniería Eléctrica,Gestión y Consultoría,Full-Time,4463145,2799686,2,Tres,38,De uno a tres sueldos,Performance individual,De 201 a 500 personas,8,"Abono de celular, Clases de idiomas, Viáticos",987,Híbrido (presencial y remoto),2,4,"No, pero escucho ofertas.",Senior,4522,2837,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,universitario completo,IT_INGENIERIA
2024,Hombre Cis,37,Capital,8,2,0,0.0,Terciario,En curso,Tecnicatura Superior en Programación,Desarrollo e Ingeniería,Full-Time,2392548,2136343,3,Uno,40,De uno a tres sueldos,Performance individual,Más de 10000 personas,8,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería",987,Híbrido (presencial y remoto),1,2,"No, pero escucho ofertas.",Senior,2424,2164,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,menor_a_universitario,IT_TECNICATURA_BOOTCAMP
2024,Mujer Cis,28,Buenos Aires,4,2,2,0.0,Universitario,Completo,Licenciatura en Ciencias Físicas,Desarrollo e Ingeniería,Full-Time,1700000,1400000,3,Tres,60,De uno a tres sueldos,Mix de las anteriores,De 101 a 200 personas,7,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas, Cuota para universidad / posgrados, Horarios flexibles, Lactario en la oficina, Licencia por nacimiento extendida",987,Híbrido (presencial y remoto),1,2,"No, pero escucho ofertas.",Semi-Senior,1722,1418,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,universitario completo,IT_LICENCIATURA
2024,Mujer Cis,37,Capital,17,4,4,8.0,Universitario,Completo,Ingeniería en Sistemas,Gestión y Consultoría,Full-Time,1300000,1300000,1,No,0,No,No recibo bono,De 501 a 1000 personas,5,"Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",987,Híbrido (presencial y remoto),4,5,"No, pero escucho ofertas.",Senior,1317,1317,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,universitario completo,IT_INGENIERIA
2024,Hombre Cis,26,Buenos Aires,3,2,0,1.0,,,,QA y Seguridad,Full-Time,1200000,1000000,3,Tres,30,No,No recibo bono,De 11  a 50  personas,8,"Comidas pagas / subvencionadas, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos",987,Híbrido (presencial y remoto),1,0,"No, pero escucho ofertas.",Semi-Senior,1216,1013,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2024,Hombre Cis,28,Capital,2,2,2,0.0,Universitario,En curso,Ingeniería en Sistemas,Desarrollo e Ingeniería,Part-Time,387000,387000,1,Uno,20,No,No recibo bono,De 201 a 500 personas,3,Horarios flexibles,987,100% remoto,0,1,"Sí, estoy buscando activamente.",Junior,392,392,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,universitario incompleto_encurso,IT_INGENIERIA
2024,Hombre Cis,31,Capital,3,3,3,0.0,Universitario,En curso,Licenciatura en Informática,Desarrollo e Ingeniería,Full-Time,1500000,1245000,3,Dos,148,No,No recibo bono,De 201 a 500 personas,8,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles",987,100% remoto,0,3,"No, pero escucho ofertas.",Semi-Senior,1520,1261,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,universitario incompleto_encurso,IT_LICENCIATURA
2024,Mujer Cis,36,Capital,15,0,4,0.0,Terciario,Completo,Licenciatura en Psicología,Gestión y Consultoría,Full-Time,1700000,1500000,3,Uno,25,Menos de un sueldo,Mix de las anteriores,De 51 a 100 personas,7,"Descuento en gimnasios / Clases de gimnasia online, Vacaciones flexibles (adicionales a las reglamentarias)",987,Híbrido (presencial y remoto),3,5,"No, pero escucho ofertas.",Senior,1722,1520,Copia de 2024.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,menor_a_universitario,IT_LICENCIATURA
